epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,11972.4,2.26436,1.17859,0.81091,0.81685,0.5015,0.62311,0.32806,1.88106,1.05628,0.7911,5.2876e-05,5.2876e-05,5.2876e-05
121,12078.1,2.14492,1.11636,0.8155,0.81746,0.50059,0.62208,0.32884,1.8713,1.05812,0.79051,5.248e-05,5.248e-05,5.248e-05
122,12177.8,2.0395,1.09957,0.83254,0.81876,0.50155,0.62292,0.32884,1.8883,1.0561,0.79205,5.2084e-05,5.2084e-05,5.2084e-05
123,12269.2,1.94386,1.0972,0.84606,0.82018,0.50067,0.62305,0.32876,1.88916,1.05983,0.79275,5.1688e-05,5.1688e-05,5.1688e-05
124,12385.8,2.16465,1.12758,0.82634,0.82035,0.50082,0.62329,0.32984,1.88552,1.06189,0.79255,5.1292e-05,5.1292e-05,5.1292e-05
125,12504.6,2.17547,1.1221,0.82735,0.8173,0.49912,0.62118,0.32893,1.87411,1.06377,0.79132,5.0896e-05,5.0896e-05,5.0896e-05
126,12611.6,2.23618,1.12338,0.8158,0.81767,0.49833,0.61981,0.32986,1.87548,1.0607,0.79191,5.05e-05,5.05e-05,5.05e-05
127,12719.5,2.16897,1.11896,0.82641,0.81792,0.49873,0.62091,0.32945,1.87307,1.06156,0.79161,5.0104e-05,5.0104e-05,5.0104e-05
128,12823.1,2.14705,1.13391,0.82842,0.81735,0.50008,0.62204,0.32965,1.87807,1.05853,0.79135,4.9708e-05,4.9708e-05,4.9708e-05
129,13013.7,2.0803,1.0913,0.82307,0.81953,0.50031,0.62333,0.33046,1.88391,1.06238,0.79241,4.9312e-05,4.9312e-05,4.9312e-05
130,13204.9,2.02754,1.0832,0.82055,0.81806,0.49963,0.62219,0.32976,1.87519,1.06589,0.79079,4.8916e-05,4.8916e-05,4.8916e-05
131,13332.3,2.1209,1.09128,0.81545,0.81593,0.49946,0.62198,0.32987,1.87123,1.0682,0.79031,4.852e-05,4.852e-05,4.852e-05
132,13433.8,2.1403,1.12481,0.82038,0.81384,0.49941,0.62095,0.32962,1.86485,1.06659,0.79002,4.8124e-05,4.8124e-05,4.8124e-05
133,13540.5,2.1109,1.09065,0.82534,0.81664,0.50042,0.62224,0.32973,1.86965,1.06512,0.79072,4.7728e-05,4.7728e-05,4.7728e-05
134,13649.9,2.18779,1.14533,0.82781,0.81709,0.50042,0.62276,0.33013,1.87336,1.06727,0.79069,4.7332e-05,4.7332e-05,4.7332e-05
135,13763.5,2.12509,1.11202,0.8215,0.81678,0.49967,0.62192,0.32998,1.87178,1.06525,0.79016,4.6936e-05,4.6936e-05,4.6936e-05
136,13874.7,2.13026,1.1456,0.83528,0.81156,0.49873,0.61916,0.32827,1.86896,1.06669,0.78966,4.654e-05,4.654e-05,4.654e-05
137,14007.4,2.09277,1.13649,0.84397,0.81314,0.4988,0.61951,0.32863,1.86868,1.06472,0.78976,4.6144e-05,4.6144e-05,4.6144e-05
138,14111.9,2.09468,1.09684,0.83204,0.81782,0.50012,0.62203,0.32915,1.88038,1.06421,0.79138,4.5748e-05,4.5748e-05,4.5748e-05
139,14234.3,2.08252,1.07484,0.81362,0.81882,0.50189,0.62417,0.3292,1.8896,1.06125,0.79225,4.5352e-05,4.5352e-05,4.5352e-05
140,14340,2.1981,1.12355,0.8242,0.81982,0.50223,0.62469,0.32946,1.89449,1.05807,0.79193,4.4956e-05,4.4956e-05,4.4956e-05
141,14442.2,2.06591,1.11522,0.84163,0.81739,0.50144,0.62372,0.32948,1.8801,1.06149,0.79133,4.456e-05,4.456e-05,4.456e-05
142,14547.8,2.21524,1.14593,0.83099,0.81735,0.49975,0.62189,0.32994,1.87432,1.06329,0.79155,4.4164e-05,4.4164e-05,4.4164e-05
143,14651.7,2.13717,1.12326,0.82025,0.81501,0.49941,0.62112,0.3301,1.86425,1.06536,0.79067,4.3768e-05,4.3768e-05,4.3768e-05
144,14759.9,2.21081,1.14111,0.81982,0.81409,0.49921,0.62048,0.33012,1.85862,1.0664,0.78941,4.3372e-05,4.3372e-05,4.3372e-05
145,14863.3,2.06413,1.0952,0.83009,0.81483,0.49975,0.62067,0.3313,1.85983,1.06805,0.79074,4.2976e-05,4.2976e-05,4.2976e-05
146,14965.2,2.14524,1.12174,0.82327,0.81636,0.49992,0.62151,0.33191,1.85949,1.0696,0.7912,4.258e-05,4.258e-05,4.258e-05
147,15074.9,2.10165,1.12685,0.81955,0.81771,0.49997,0.62242,0.33193,1.8566,1.06943,0.79061,4.2184e-05,4.2184e-05,4.2184e-05
148,15177.8,2.10527,1.11372,0.83096,0.81879,0.50099,0.62423,0.33163,1.86928,1.07161,0.79148,4.1788e-05,4.1788e-05,4.1788e-05
149,15282.9,2.16374,1.10008,0.82009,0.82007,0.50076,0.62421,0.33117,1.87193,1.06839,0.79154,4.1392e-05,4.1392e-05,4.1392e-05
150,15388.6,2.03454,1.07869,0.81911,0.81893,0.50155,0.62438,0.33117,1.87309,1.06379,0.79173,4.0996e-05,4.0996e-05,4.0996e-05
151,15496.9,2.16658,1.13886,0.82558,0.81752,0.50184,0.62332,0.33055,1.8768,1.05758,0.79074,4.06e-05,4.06e-05,4.06e-05
152,15596.4,2.14349,1.12264,0.81222,0.81506,0.5011,0.62212,0.32973,1.87893,1.05652,0.79051,4.0204e-05,4.0204e-05,4.0204e-05
153,15712.1,2.13011,1.10475,0.81364,0.81719,0.50104,0.6222,0.32967,1.88392,1.05664,0.79119,3.9808e-05,3.9808e-05,3.9808e-05
154,15814.7,2.12516,1.11064,0.82826,0.81587,0.49929,0.62113,0.32961,1.87117,1.06574,0.79021,3.9412e-05,3.9412e-05,3.9412e-05
155,15947,2.12098,1.12011,0.82462,0.81526,0.49863,0.62106,0.32999,1.86759,1.06755,0.79008,3.9016e-05,3.9016e-05,3.9016e-05
156,16159.6,2.10725,1.08527,0.82081,0.81505,0.49866,0.62103,0.33046,1.86706,1.07214,0.79084,3.862e-05,3.862e-05,3.862e-05
157,16263.3,2.04657,1.08947,0.82272,0.81651,0.50002,0.62225,0.33126,1.87012,1.06523,0.79085,3.8224e-05,3.8224e-05,3.8224e-05
158,16372.4,2.20048,1.11755,0.81226,0.81541,0.50042,0.62222,0.33139,1.86934,1.06157,0.7902,3.7828e-05,3.7828e-05,3.7828e-05
159,16478.1,2.11247,1.10199,0.831,0.81794,0.50054,0.62219,0.3311,1.87599,1.05871,0.79116,3.7432e-05,3.7432e-05,3.7432e-05
160,16579.3,2.09766,1.1395,0.82455,0.81698,0.5011,0.62181,0.33087,1.87812,1.0543,0.79098,3.7036e-05,3.7036e-05,3.7036e-05
161,16692.4,2.19407,1.14442,0.8264,0.81816,0.50177,0.62226,0.33065,1.88432,1.05417,0.79145,3.664e-05,3.664e-05,3.664e-05
162,16794.8,2.19201,1.12197,0.81049,0.81989,0.50252,0.62377,0.3315,1.88246,1.0552,0.79076,3.6244e-05,3.6244e-05,3.6244e-05
163,16890.5,2.10018,1.12891,0.81961,0.82157,0.50255,0.62458,0.33194,1.88054,1.05761,0.79121,3.5848e-05,3.5848e-05,3.5848e-05
164,16994.3,2.11034,1.1052,0.82235,0.81989,0.50099,0.62281,0.33277,1.86744,1.06289,0.7911,3.5452e-05,3.5452e-05,3.5452e-05
165,17089.7,2.11726,1.10644,0.82241,0.81738,0.49969,0.62138,0.33182,1.85947,1.06464,0.79008,3.5056e-05,3.5056e-05,3.5056e-05
166,17189.2,2.18683,1.11965,0.8178,0.81844,0.49941,0.62156,0.33162,1.86176,1.06533,0.79051,3.466e-05,3.466e-05,3.466e-05
167,17284.7,2.11587,1.10925,0.82128,0.81829,0.50054,0.62225,0.33102,1.86322,1.06591,0.79074,3.4264e-05,3.4264e-05,3.4264e-05
