epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,2991.01,2.16509,1.17048,0.8479,0.69287,0.49849,0.53766,0.23722,2.17883,1.23969,0.83023,0.000728457,0.000728457,0.000728457
98,3020.36,2.24922,1.26207,0.86275,0.68632,0.49412,0.53118,0.23358,2.17683,1.24253,0.82884,0.000725629,0.000725629,0.000725629
99,3052.08,2.35882,1.28784,0.87343,0.6904,0.49812,0.53326,0.23223,2.196,1.2443,0.83135,0.0007228,0.0007228,0.0007228
100,3084.49,2.15351,1.1768,0.85585,0.6904,0.49812,0.53326,0.23223,2.196,1.2443,0.83135,0.000719971,0.000719971,0.000719971
101,3119.16,2.29813,1.26662,0.85751,0.69662,0.50306,0.5396,0.23521,2.20728,1.24062,0.83259,0.000717143,0.000717143,0.000717143
102,3146.93,2.05567,1.18851,0.87968,0.70871,0.51011,0.54729,0.23824,2.23225,1.23635,0.83547,0.000714314,0.000714314,0.000714314
103,3177.81,2.19487,1.17551,0.86111,0.71007,0.51199,0.54828,0.24042,2.23293,1.23989,0.83461,0.000711486,0.000711486,0.000711486
104,3209.62,2.14635,1.16751,0.85227,0.71462,0.51457,0.55308,0.24404,2.21297,1.25003,0.83172,0.000708657,0.000708657,0.000708657
105,3239.72,2.0929,1.16279,0.87466,0.71462,0.51457,0.55308,0.24404,2.21297,1.25003,0.83172,0.000705829,0.000705829,0.000705829
106,3272.85,2.32786,1.16701,0.83221,0.71288,0.5134,0.55231,0.24431,2.20913,1.25922,0.83035,0.000703,0.000703,0.000703
107,3303.03,2.21155,1.16938,0.85898,0.71406,0.51541,0.55391,0.24556,2.20698,1.26218,0.82927,0.000700171,0.000700171,0.000700171
108,3334.57,2.19302,1.18156,0.86923,0.72113,0.51881,0.55707,0.24664,2.21142,1.26126,0.82902,0.000697343,0.000697343,0.000697343
109,3364.75,2.11353,1.17636,0.85128,0.72224,0.52018,0.55789,0.24555,2.22691,1.26124,0.83034,0.000694514,0.000694514,0.000694514
110,3396.02,2.20256,1.17406,0.85605,0.7261,0.52222,0.56062,0.24685,2.23229,1.2613,0.83269,0.000691686,0.000691686,0.000691686
111,3428.91,2.20883,1.19456,0.85855,0.7261,0.52222,0.56062,0.24685,2.23229,1.2613,0.83269,0.000688857,0.000688857,0.000688857
112,3457.83,2.11846,1.15438,0.86683,0.71911,0.51857,0.55597,0.24443,2.23717,1.24611,0.83255,0.000686029,0.000686029,0.000686029
113,3488.23,2.1885,1.1947,0.853,0.72018,0.52022,0.55546,0.24191,2.24889,1.23384,0.83259,0.0006832,0.0006832,0.0006832
114,3518.23,2.15537,1.15437,0.8548,0.71948,0.51951,0.55576,0.24157,2.2465,1.22965,0.83083,0.000680371,0.000680371,0.000680371
115,3550.13,2.17321,1.18814,0.86,0.7166,0.51594,0.5513,0.2463,2.20811,1.2421,0.82746,0.000677543,0.000677543,0.000677543
116,3583.22,2.17058,1.22318,0.85288,0.7166,0.51594,0.5513,0.2463,2.20811,1.2421,0.82746,0.000674714,0.000674714,0.000674714
117,3615.73,2.27183,1.22605,0.85097,0.71642,0.51434,0.54963,0.24934,2.17607,1.26903,0.82474,0.000671886,0.000671886,0.000671886
118,3646.94,2.19301,1.16062,0.83808,0.70344,0.50798,0.54362,0.24536,2.1506,1.27673,0.82143,0.000669057,0.000669057,0.000669057
119,3676.5,2.15431,1.23191,0.86232,0.70038,0.50705,0.54324,0.24491,2.14184,1.28252,0.82115,0.000666229,0.000666229,0.000666229
120,3708.45,2.19759,1.17203,0.83563,0.70306,0.50682,0.54256,0.24504,2.14481,1.27429,0.82225,0.0006634,0.0006634,0.0006634
121,3738.58,2.12649,1.20513,0.86364,0.70306,0.50682,0.54256,0.24504,2.14481,1.27429,0.82225,0.000660571,0.000660571,0.000660571
122,3768.24,2.11082,1.18585,0.86697,0.71469,0.5134,0.55118,0.24447,2.17706,1.26254,0.82609,0.000657743,0.000657743,0.000657743
123,3799.32,2.19738,1.17738,0.87079,0.71896,0.51693,0.55339,0.24214,2.22012,1.24877,0.83072,0.000654914,0.000654914,0.000654914
124,3827.81,2.24176,1.1629,0.85056,0.72044,0.51763,0.55677,0.23997,2.25621,1.23891,0.83382,0.000652086,0.000652086,0.000652086
125,3856.2,2.1734,1.1651,0.85552,0.71694,0.5162,0.55547,0.23945,2.26777,1.23336,0.83411,0.000649257,0.000649257,0.000649257
126,3887.25,2.25766,1.20483,0.85351,0.71808,0.51693,0.55737,0.24382,2.2464,1.23327,0.83179,0.000646429,0.000646429,0.000646429
127,3917.52,2.20196,1.16218,0.83166,0.71808,0.51693,0.55737,0.24382,2.2464,1.23327,0.83179,0.0006436,0.0006436,0.0006436
128,3947.94,2.20852,1.14353,0.83135,0.71857,0.51693,0.55718,0.24761,2.21541,1.23805,0.82758,0.000640771,0.000640771,0.000640771
129,3977.16,2.22154,1.16563,0.84179,0.7175,0.51551,0.55626,0.24995,2.19415,1.2412,0.82524,0.000637943,0.000637943,0.000637943
130,4006.7,2.15262,1.16009,0.84109,0.72184,0.51763,0.55961,0.2525,2.18055,1.23955,0.8243,0.000635114,0.000635114,0.000635114
131,4035.4,2.19513,1.17995,0.83605,0.7182,0.51644,0.55639,0.2528,2.16563,1.23995,0.82212,0.000632286,0.000632286,0.000632286
132,4064.57,2.18918,1.1959,0.88521,0.7182,0.51644,0.55639,0.2528,2.16563,1.23995,0.82212,0.000629457,0.000629457,0.000629457
133,4094.37,2.18184,1.15098,0.84041,0.71724,0.51577,0.5575,0.25242,2.17143,1.23912,0.82361,0.000626629,0.000626629,0.000626629
134,4126.65,2.32846,1.18549,0.84836,0.71897,0.5181,0.55821,0.24907,2.2014,1.23799,0.82599,0.0006238,0.0006238,0.0006238
135,4155.25,2.15246,1.17272,0.86962,0.71895,0.51776,0.56058,0.24597,2.23233,1.23093,0.83048,0.000620971,0.000620971,0.000620971
136,4182.16,2.12547,1.16188,0.8562,0.72037,0.51669,0.5622,0.23869,2.27875,1.225,0.836,0.000618143,0.000618143,0.000618143
137,4217.11,2.21178,1.16416,0.85022,0.72037,0.51669,0.5622,0.23869,2.27875,1.225,0.836,0.000615314,0.000615314,0.000615314
138,4276.38,2.26825,1.16508,0.83634,0.7198,0.51632,0.56121,0.23477,2.29243,1.22609,0.83849,0.000612486,0.000612486,0.000612486
139,4358.52,2.13659,1.1432,0.8494,0.72176,0.51763,0.56125,0.23866,2.27013,1.23229,0.83786,0.000609657,0.000609657,0.000609657
140,4424.3,2.06704,1.11916,0.83753,0.71915,0.51585,0.56055,0.24709,2.21163,1.23808,0.83368,0.000606829,0.000606829,0.000606829
141,4455.1,2.22976,1.1815,0.85596,0.717,0.51269,0.55572,0.25179,2.1657,1.24265,0.82933,0.000604,0.000604,0.000604
142,4486.15,2.21116,1.19298,0.84812,0.70871,0.50917,0.54916,0.25162,2.1468,1.25158,0.82756,0.000601171,0.000601171,0.000601171
